"Year","Month","Day","Hour","AirQualityStationEoICode","AirPollutant","Concentration"
2017,8,23,0,"CZ0TBKR","PM10",11.9
2017,8,25,0,"CZ0TBKR","PM10",18.1
2017,8,26,0,"CZ0TBKR","PM10",16.6
2017,8,27,0,"CZ0TBKR","PM10",18.1
2017,8,29,0,"CZ0TBKR","PM10",13.9
2017,8,31,0,"CZ0TBKR","PM10",19.6
2017,9,1,0,"CZ0TBKR","PM10",3.89999999
2017,9,2,0,"CZ0TBKR","PM10",6.5
2017,9,3,0,"CZ0TBKR","PM10",0.8
2017,9,4,0,"CZ0TBKR","PM10",10.4
2017,9,6,0,"CZ0TBKR","PM10",12.9
2017,9,7,0,"CZ0TBKR","PM10",7.4
2017,9,8,0,"CZ0TBKR","PM10",13.69999999
2017,9,9,0,"CZ0TBKR","PM10",12.4
2017,9,10,0,"CZ0TBKR","PM10",15
2017,9,12,0,"CZ0TBKR","PM10",8.09999999
2017,9,13,0,"CZ0TBKR","PM10",4.5
2017,9,14,0,"CZ0TBKR","PM10",8.4
2017,9,15,0,"CZ0TBKR","PM10",4.2
2017,9,16,0,"CZ0TBKR","PM10",8.5
2017,9,18,0,"CZ0TBKR","PM10",10.9
2017,9,19,0,"CZ0TBKR","PM10",4.79999999
2017,9,20,0,"CZ0TBKR","PM10",7.9
2017,9,21,0,"CZ0TBKR","PM10",3.6
2017,9,22,0,"CZ0TBKR","PM10",8.3
2017,9,23,0,"CZ0TBKR","PM10",0.8
2017,9,24,0,"CZ0TBKR","PM10",8.3
2017,9,26,0,"CZ0TBKR","PM10",18
2017,9,27,0,"CZ0TBKR","PM10",25
2017,9,28,0,"CZ0TBKR","PM10",24.39999999
2017,9,30,0,"CZ0TBKR","PM10",21.89999999
2017,10,1,0,"CZ0TBKR","PM10",16.8
2017,10,2,0,"CZ0TBKR","PM10",26.5
2017,10,3,0,"CZ0TBKR","PM10",9.4
2017,10,4,0,"CZ0TBKR","PM10",11
2017,10,6,0,"CZ0TBKR","PM10",6.79999999
2017,10,7,0,"CZ0TBKR","PM10",3.6
2017,10,8,0,"CZ0TBKR","PM10",6.4
2017,10,10,0,"CZ0TBKR","PM10",7.4
2017,10,11,0,"CZ0TBKR","PM10",4.5
2017,10,12,0,"CZ0TBKR","PM10",15.4
